Epoch,Item,Layer,Comprehensive Position,Layer-specific Position
400,Robin,layer4,"[ 0.4208539  -0.66524255  0.01995702 -0.53250366  0.20294654 -0.5571307
 -0.3690908   0.46667665  0.8593484   1.5231562 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.42085403 -0.66524243  0.01995702 -0.5325036   0.2029466  -0.5571306
 -0.3690909   0.46667668  0.85934836  1.5231557 ],[ 0.2418676  -0.19804233 -0.11785501 -0.12500021 -0.6024534  -0.42508137
  0.8517398  -1.061168   -0.1442598  -0.05193967],[-0.16470972 -0.16021919  0.01264751  0.17027345  0.16378896 -0.07483862
 -0.12671764 -0.27907982 -0.50645     0.37681136],[-0.21438988 -0.3501452  -0.3762194  -0.56057113 -0.2897118   0.12655962
 -0.86095077  0.02173949  0.744929    0.87191397]"
400,Canary,layer1,"[ 0.35663825 -0.5936086   0.01346851 -0.10291417  1.3469148  -0.60409933
 -0.58807874 -2.468471    1.0621895  -0.8744735 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.3566383  -0.59360856  0.01346852 -0.10291415  1.3469144  -0.6040994
 -0.58807874 -2.468471    1.0621892  -0.8744734 ],[-0.60664517  2.090956   -0.46833146  0.35113224  1.4058076   1.2197788
  1.3899244   0.22856022  1.8075186   0.33026382],[ 0.0219448  -0.7005251   0.9274626   0.08918026  0.15455365  0.3891767
 -0.27015305 -0.17978962  0.02525522 -0.5170054 ],[-0.5669717  -0.5754709  -0.31766754 -0.34451187  0.19150789 -0.03545727
 -0.10813073 -0.6057291   0.4324777   0.8690746 ]"
400,Canary,layer2,"[ 0.35663825 -0.5936086   0.01346851 -0.10291417  1.3469148  -0.60409933
 -0.58807874 -2.468471    1.0621895  -0.8744735 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.3566383  -0.59360856  0.01346852 -0.10291415  1.3469144  -0.6040994
 -0.58807874 -2.468471    1.0621892  -0.87447345],[-0.60664517  2.090956   -0.46833146  0.3511322   1.4058076   1.2197788
  1.3899244   0.22856022  1.8075187   0.33026382],[ 1.1437981   0.01139534  1.1501154  -0.05957642 -0.8078089   0.03988682
 -0.06718443  0.14040023 -0.46327806  0.32843924],[-0.21439004 -0.35014498 -0.3762195  -0.56057113 -0.2897119   0.12655953
 -0.8609512   0.02173951  0.7449284   0.87191415]"
400,Canary,layer3,"[ 0.35663825 -0.5936086   0.01346851 -0.10291417  1.3469148  -0.60409933
 -0.58807874 -2.468471    1.0621895  -0.8744735 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.3566383  -0.59360856  0.01346852 -0.10291415  1.3469144  -0.60409933
 -0.58807874 -2.4684713   1.0621892  -0.8744735 ],[-0.60664517  2.090956   -0.4683314   0.35113218  1.4058076   1.2197789
  1.3899243   0.22856022  1.8075188   0.33026382],[ 0.5369925  -0.17139968 -0.1951113   0.01052739  0.07703013 -0.37062684
  0.3445637  -0.4923329   0.11003279 -0.08215876],[-0.21439004 -0.35014498 -0.3762195  -0.56057113 -0.28971192  0.12655951
 -0.8609513   0.02173951  0.7449284   0.871914  ]"
400,Canary,layer4,"[ 0.35663825 -0.5936086   0.01346851 -0.10291417  1.3469148  -0.60409933
 -0.58807874 -2.468471    1.0621895  -0.8744735 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.3566381  -0.59360874  0.01346851 -0.1029142   1.3469155  -0.60409933
 -0.5880788  -2.4684706   1.0621899  -0.8744735 ],[ 0.2418676  -0.19804233 -0.11785501 -0.12500021 -0.6024534  -0.42508137
  0.8517398  -1.061168   -0.1442598  -0.05193967],[-0.16470972 -0.16021919  0.01264751  0.17027345  0.16378896 -0.07483862
 -0.12671764 -0.27907982 -0.50645     0.37681136],[-0.21438988 -0.3501452  -0.3762194  -0.56057113 -0.2897118   0.12655962
 -0.86095077  0.02173949  0.744929    0.87191397]"
400,Sunfish,layer1,"[ 1.8219038  -1.6564128  -0.43174782  1.0282357  -1.1226394  -0.5193466
  1.3561025  -0.50410426 -0.9568978   0.15353766],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 1.8219033  -1.6564131  -0.4317479   1.0282357  -1.1226394  -0.5193466
  1.3561026  -0.5041042  -0.9568979   0.15353766],[-0.60664517  2.090956   -0.46833146  0.35113224  1.4058076   1.2197788
  1.3899244   0.22856022  1.8075186   0.33026382],[ 0.0219448  -0.7005251   0.9274626   0.08918026  0.15455365  0.3891767
 -0.27015305 -0.17978962  0.02525522 -0.5170054 ],[-0.5669717  -0.5754709  -0.31766754 -0.34451187  0.19150789 -0.03545727
 -0.10813073 -0.6057291   0.4324777   0.8690746 ]"
400,Sunfish,layer2,"[ 1.8219038  -1.6564128  -0.43174782  1.0282357  -1.1226394  -0.5193466
  1.3561025  -0.50410426 -0.9568978   0.15353766],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 1.8219033  -1.6564131  -0.4317479   1.0282357  -1.1226394  -0.5193466
  1.3561026  -0.5041042  -0.95689785  0.15353766],[-0.60664517  2.090956   -0.46833146  0.3511322   1.4058076   1.2197788
  1.3899244   0.22856022  1.8075187   0.33026382],[ 1.1437981   0.01139534  1.1501154  -0.05957642 -0.8078089   0.03988682
 -0.06718443  0.14040023 -0.46327806  0.32843924],[-0.21439004 -0.35014498 -0.3762195  -0.56057113 -0.2897119   0.12655953
 -0.8609512   0.02173951  0.7449284   0.87191415]"
400,Sunfish,layer3,"[ 1.8219038  -1.6564128  -0.43174782  1.0282357  -1.1226394  -0.5193466
  1.3561025  -0.50410426 -0.9568978   0.15353766],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 1.8219033  -1.6564131  -0.4317479   1.0282356  -1.1226395  -0.51934665
  1.3561027  -0.5041042  -0.9568978   0.15353765],[-0.60664517  2.090956   -0.4683314   0.35113218  1.4058076   1.2197789
  1.3899243   0.22856022  1.8075188   0.33026382],[ 0.5369925  -0.17139968 -0.1951113   0.01052739  0.07703013 -0.37062684
  0.3445637  -0.4923329   0.11003279 -0.08215876],[-0.21439004 -0.35014498 -0.3762195  -0.56057113 -0.28971192  0.12655951
 -0.8609513   0.02173951  0.7449284   0.871914  ]"
400,Sunfish,layer4,"[ 1.8219038  -1.6564128  -0.43174782  1.0282357  -1.1226394  -0.5193466
  1.3561025  -0.50410426 -0.9568978   0.15353766],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 1.821905   -1.6564124  -0.4317476   1.0282362  -1.1226393  -0.5193464
  1.3561022  -0.5041045  -0.9568978   0.15353772],[ 0.2418676  -0.19804233 -0.11785501 -0.12500021 -0.6024534  -0.42508137
  0.8517398  -1.061168   -0.1442598  -0.05193967],[-0.16470972 -0.16021919  0.01264751  0.17027345  0.16378896 -0.07483862
 -0.12671764 -0.27907982 -0.50645     0.37681136],[-0.21438988 -0.3501452  -0.3762194  -0.56057113 -0.2897118   0.12655962
 -0.86095077  0.02173949  0.744929    0.87191397]"
400,Salmon,layer1,"[ 0.35730255 -0.12999198 -1.0158491   0.5296859  -0.4011662  -0.15230161
  0.56565595  0.18006298 -0.4942635  -1.5998125 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.35730258 -0.129992   -1.015849    0.52968585 -0.4011661  -0.1523016
  0.56565595  0.18006296 -0.49426356 -1.5998124 ],[-0.60664517  2.090956   -0.46833146  0.35113224  1.4058076   1.2197788
  1.3899244   0.22856022  1.8075186   0.33026382],[ 0.0219448  -0.7005251   0.9274626   0.08918026  0.15455365  0.3891767
 -0.27015305 -0.17978962  0.02525522 -0.5170054 ],[-0.5669717  -0.5754709  -0.31766754 -0.34451187  0.19150789 -0.03545727
 -0.10813073 -0.6057291   0.4324777   0.8690746 ]"
400,Salmon,layer2,"[ 0.35730255 -0.12999198 -1.0158491   0.5296859  -0.4011662  -0.15230161
  0.56565595  0.18006298 -0.4942635  -1.5998125 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.35730258 -0.129992   -1.015849    0.52968585 -0.40116614 -0.1523016
  0.56565595  0.18006296 -0.4942636  -1.5998124 ],[-0.60664517  2.090956   -0.46833146  0.3511322   1.4058076   1.2197788
  1.3899244   0.22856022  1.8075187   0.33026382],[ 1.1437981   0.01139534  1.1501154  -0.05957642 -0.8078089   0.03988682
 -0.06718443  0.14040023 -0.46327806  0.32843924],[-0.21439004 -0.35014498 -0.3762195  -0.56057113 -0.2897119   0.12655953
 -0.8609512   0.02173951  0.7449284   0.87191415]"
400,Salmon,layer3,"[ 0.35730255 -0.12999198 -1.0158491   0.5296859  -0.4011662  -0.15230161
  0.56565595  0.18006298 -0.4942635  -1.5998125 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.3573026  -0.129992   -1.015849    0.5296859  -0.40116617 -0.1523016
  0.56565595  0.18006298 -0.49426362 -1.5998124 ],[-0.60664517  2.090956   -0.4683314   0.35113218  1.4058076   1.2197789
  1.3899243   0.22856022  1.8075188   0.33026382],[ 0.5369925  -0.17139968 -0.1951113   0.01052739  0.07703013 -0.37062684
  0.3445637  -0.4923329   0.11003279 -0.08215876],[-0.21439004 -0.35014498 -0.3762195  -0.56057113 -0.28971192  0.12655951
 -0.8609513   0.02173951  0.7449284   0.871914  ]"
400,Salmon,layer4,"[ 0.35730255 -0.12999198 -1.0158491   0.5296859  -0.4011662  -0.15230161
  0.56565595  0.18006298 -0.4942635  -1.5998125 ],[-0.394517    1.5187064  -0.38071233  0.23209909  0.9037424   0.8085638
  1.2553782  -0.09387182  1.3195741   0.23471294],[ 0.38450643 -0.25518715  0.47377858  0.05260117 -0.10310903 -0.00410049
 -0.02987286 -0.20270053 -0.20861     0.02652162],[-0.3025354  -0.40647653 -0.36158147 -0.50655633 -0.16940692  0.08605535
 -0.672746   -0.13512766  0.6668159   0.87120414]","[ 0.35730237 -0.12999198 -1.0158494   0.5296859  -0.40116635 -0.1523017
  0.56565607  0.180063   -0.49426317 -1.5998131 ],[ 0.2418676  -0.19804233 -0.11785501 -0.12500021 -0.6024534  -0.42508137
  0.8517398  -1.061168   -0.1442598  -0.05193967],[-0.16470972 -0.16021919  0.01264751  0.17027345  0.16378896 -0.07483862
 -0.12671764 -0.27907982 -0.50645     0.37681136],[-0.21438988 -0.3501452  -0.3762194  -0.56057113 -0.2897118   0.12655962
 -0.86095077  0.02173949  0.744929    0.87191397]"
500,Pine,layer1,"[ 1.2998595   0.42198768  0.16283119  0.69208527  0.01942507 -0.8561503
 -0.3101973  -1.1918153  -0.6767163  -1.5973893 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.2998596   0.42198768  0.16283116  0.69208527  0.01942507 -0.8561503
 -0.3101973  -1.1918151  -0.6767164  -1.5973893 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 0.02893202 -0.7365699   0.94553304  0.09126727  0.13927405  0.4308101
 -0.31441772 -0.15717557  0.04567125 -0.5444012 ],[-0.5626947  -0.5810294  -0.31146124 -0.33919653  0.1954757  -0.03540306
 -0.10089584 -0.6127927   0.4320182   0.86524945]"
500,Pine,layer2,"[ 1.2998595   0.42198768  0.16283119  0.69208527  0.01942507 -0.8561503
 -0.3101973  -1.1918153  -0.6767163  -1.5973893 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.2998596   0.4219877   0.16283116  0.69208527  0.01942507 -0.85615027
 -0.3101973  -1.1918151  -0.6767164  -1.5973893 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 1.1452694   0.00187866  1.1681646  -0.01334981 -0.8343739   0.11619401
 -0.02973411  0.15154053 -0.4092955   0.31658468],[-0.21426637 -0.35061944 -0.37429288 -0.5618824  -0.2867988   0.10925896
 -0.8649403   0.0222947   0.74184674  0.87025404]"
500,Pine,layer3,"[ 1.2998595   0.42198768  0.16283119  0.69208527  0.01942507 -0.8561503
 -0.3101973  -1.1918153  -0.6767163  -1.5973893 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.2998596   0.42198774  0.16283117  0.69208527  0.01942507 -0.8561502
 -0.31019732 -1.1918153  -0.6767164  -1.5973893 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978153  1.8125517   0.329591  ],[ 0.557762   -0.17197368 -0.23297024  0.01993524  0.04673082 -0.3566621
  0.32750046 -0.49316427  0.1476576  -0.07406623],[-0.21426639 -0.35061944 -0.37429288 -0.56188244 -0.2867988   0.10925896
 -0.8649402   0.0222947   0.7418467   0.87025404]"
500,Pine,layer4,"[ 1.2998595   0.42198768  0.16283119  0.69208527  0.01942507 -0.8561503
 -0.3101973  -1.1918153  -0.6767163  -1.5973893 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.2998588   0.42198756  0.16283123  0.69208527  0.01942507 -0.8561507
 -0.31019723 -1.1918153  -0.67671615 -1.5973893 ],[ 0.2362089  -0.20390475 -0.14274748 -0.12275735 -0.61712533 -0.4297905
  0.84650075 -1.064718   -0.14011776 -0.05203487],[-0.188447   -0.1555332   0.01778927  0.16972655  0.17387013 -0.07703392
 -0.1144743  -0.27851826 -0.5172395   0.3776403 ],[-0.21426651 -0.3506196  -0.37429285 -0.56188214 -0.28679866  0.10925902
 -0.8649406   0.02229472  0.741847    0.8702544 ]"
500,Oak,layer1,"[-1.369037    0.49742642 -0.42020085 -1.1103237   1.4184291  -1.6445386
  1.5133494   0.13742118  0.65452886  1.1653771 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[-1.3690372   0.49742636 -0.42020085 -1.1103235   1.418429   -1.6445385
  1.5133492   0.13742118  0.65452874  1.1653771 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 0.02893202 -0.7365699   0.94553304  0.09126727  0.13927405  0.4308101
 -0.31441772 -0.15717557  0.04567125 -0.5444012 ],[-0.5626947  -0.5810294  -0.31146124 -0.33919653  0.1954757  -0.03540306
 -0.10089584 -0.6127927   0.4320182   0.86524945]"
500,Oak,layer2,"[-1.369037    0.49742642 -0.42020085 -1.1103237   1.4184291  -1.6445386
  1.5133494   0.13742118  0.65452886  1.1653771 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[-1.3690372   0.49742636 -0.42020085 -1.1103235   1.4184291  -1.6445385
  1.5133493   0.13742118  0.65452874  1.1653771 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 1.1452694   0.00187866  1.1681646  -0.01334981 -0.8343739   0.11619401
 -0.02973411  0.15154053 -0.4092955   0.31658468],[-0.21426637 -0.35061944 -0.37429288 -0.5618824  -0.2867988   0.10925896
 -0.8649403   0.0222947   0.74184674  0.87025404]"
500,Oak,layer3,"[-1.369037    0.49742642 -0.42020085 -1.1103237   1.4184291  -1.6445386
  1.5133494   0.13742118  0.65452886  1.1653771 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[-1.3690372   0.49742633 -0.42020085 -1.1103235   1.4184293  -1.6445386
  1.5133494   0.13742118  0.6545287   1.1653771 ],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978153  1.8125517   0.329591  ],[ 0.557762   -0.17197368 -0.23297024  0.01993524  0.04673082 -0.3566621
  0.32750046 -0.49316427  0.1476576  -0.07406623],[-0.21426639 -0.35061944 -0.37429288 -0.56188244 -0.2867988   0.10925896
 -0.8649402   0.0222947   0.7418467   0.87025404]"
500,Oak,layer4,"[-1.369037    0.49742642 -0.42020085 -1.1103237   1.4184291  -1.6445386
  1.5133494   0.13742118  0.65452886  1.1653771 ],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[-1.3690366   0.4974266  -0.4202008  -1.1103238   1.4184287  -1.6445388
  1.5133495   0.13742118  0.6545292   1.1653773 ],[ 0.2362089  -0.20390475 -0.14274748 -0.12275735 -0.61712533 -0.4297905
  0.84650075 -1.064718   -0.14011776 -0.05203487],[-0.188447   -0.1555332   0.01778927  0.16972655  0.17387013 -0.07703392
 -0.1144743  -0.27851826 -0.5172395   0.3776403 ],[-0.21426651 -0.3506196  -0.37429285 -0.56188214 -0.28679866  0.10925902
 -0.8649406   0.02229472  0.741847    0.8702544 ]"
500,Rose,layer1,"[ 1.525206   -0.67716455  0.8827176  -0.02453627 -0.28793895 -1.122236
  1.2454972  -1.0669616   0.36803782  0.00245532],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.5252056  -0.6771645   0.88271767 -0.02453627 -0.28793892 -1.122236
  1.245497   -1.0669614   0.36803773  0.00245532],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 0.02893202 -0.7365699   0.94553304  0.09126727  0.13927405  0.4308101
 -0.31441772 -0.15717557  0.04567125 -0.5444012 ],[-0.5626947  -0.5810294  -0.31146124 -0.33919653  0.1954757  -0.03540306
 -0.10089584 -0.6127927   0.4320182   0.86524945]"
500,Rose,layer2,"[ 1.525206   -0.67716455  0.8827176  -0.02453627 -0.28793895 -1.122236
  1.2454972  -1.0669616   0.36803782  0.00245532],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.5252056  -0.6771645   0.88271767 -0.02453627 -0.28793892 -1.122236
  1.245497   -1.0669614   0.36803773  0.00245532],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978154  1.8125519   0.329591  ],[ 1.1452694   0.00187866  1.1681646  -0.01334981 -0.8343739   0.11619401
 -0.02973411  0.15154053 -0.4092955   0.31658468],[-0.21426637 -0.35061944 -0.37429288 -0.5618824  -0.2867988   0.10925896
 -0.8649403   0.0222947   0.74184674  0.87025404]"
500,Rose,layer3,"[ 1.525206   -0.67716455  0.8827176  -0.02453627 -0.28793895 -1.122236
  1.2454972  -1.0669616   0.36803782  0.00245532],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.5252056  -0.6771645   0.88271767 -0.02453627 -0.28793892 -1.1222361
  1.2454969  -1.0669614   0.36803773  0.00245532],[-0.6377594   2.1205072  -0.42682722  0.35051167  1.4472829   1.270742
  1.4381505   0.23978153  1.8125517   0.329591  ],[ 0.557762   -0.17197368 -0.23297024  0.01993524  0.04673082 -0.3566621
  0.32750046 -0.49316427  0.1476576  -0.07406623],[-0.21426639 -0.35061944 -0.37429288 -0.56188244 -0.2867988   0.10925896
 -0.8649402   0.0222947   0.7418467   0.87025404]"
500,Rose,layer4,"[ 1.525206   -0.67716455  0.8827176  -0.02453627 -0.28793895 -1.122236
  1.2454972  -1.0669616   0.36803782  0.00245532],[-0.4192673   1.5394043  -0.3558073   0.23219441  0.9311809   0.84560895
  1.2902381  -0.08634335  1.3243845   0.23418453],[ 0.3858791  -0.2655495   0.47462913  0.06689481 -0.11862472  0.02832702
 -0.03278141 -0.1943294  -0.18330154  0.01893938],[-0.3013735  -0.40822196 -0.35858497 -0.5062109  -0.16623014  0.07309347
 -0.6739292  -0.13647714  0.66438967  0.86900294]","[ 1.5252069  -0.6771647   0.8827174  -0.02453626 -0.287939   -1.1222355
  1.245498   -1.0669624   0.36803803  0.00245531],[ 0.2362089  -0.20390475 -0.14274748 -0.12275735 -0.61712533 -0.4297905
  0.84650075 -1.064718   -0.14011776 -0.05203487],[-0.188447   -0.1555332   0.01778927  0.16972655  0.17387013 -0.07703392
 -0.1144743  -0.27851826 -0.5172395   0.3776403 ],[-0.21426651 -0.3506196  -0.37429285 -0.56188214 -0.28679866  0.10925902
 -0.8649406   0.02229472  0.741847    0.8702544 ]"
